sentence,sentiment,predicted_sentiment
"Diplomats said General Joseph Garba of Nigeria , a U.N. General Assembly president in 1989-90 , was putting forth his own candidacy without being nominated by his country .",0,1
Boutros-Ghali on Wednesday opened the door for other Africans to contest his job by saying he was suspending temporarily his candidacy but was not withdrawing completely from the race .,1,1
His supporters said this meant he remained a candidate in case the race reached an impasse .,0,1
The United States on Nov. 19 vetoed his bid for re-election while the other 14 Security Council members supported him .,0,1
"The move by the African states means that the council could begin voting on candidates next week , a procedure that could either result in a decision or turn into a bitter fight with vetoes against each nominee .",0,1
"The Security Council has to vote on a new secretary-general and then seek the endorsement of the 185-members General Assembly before December 31 when Boutros-Ghali s""     ",0,1
"Spain s""               ",1,0
MADRID 1996-12-06,1,1
"Spanish police said on Friday they had arrested five people and seized more than 90 petrol bombs during disturbances after a protest in the Basque country against Spain s""   ",0,1
"Hooded protesters threw burning bottles and other objects at police in Pamplona after the protest organised by Herri Batasuna , the political wing of Basque separatist group ETA .",0,1
"Police also confiscated eight kg ( 18 lb ) of screws , balaclavas and spray paint cans .",0,1
"The protest , which attracted several thousand supporters , coincided with the 18th anniversary of Spain constitution .",1,1
"Mussolini s""         ",0,1
ROME 1996-12-06,1,0
"Alessandra Mussolini , the granddaughter of Italy Fascist dictator Benito Mussolini , said on Friday she had rejoined the far-right National Alliance ( AN ) party she quit over policy differences last month .",0,1
""" I ve""                  shortly after AN leader Gianfranco Fini , who was being interviewed on the programme , said the row had been resolved .",0,0
""" He did t""               ""n want to lose him . """,0,1
"Fini told state radio RAI he met Mussolini thanks to the good offices of Giuseppe Tatarella , AN s""  in the Chamber of Deputies ( lower house ) , and had overcome their differences .",1,1
"Mussolini , 33 , resigned from the parliamentary party group for what she said were strictly political reasons .",0,0
"The fiery politician , who is also a niece of screen star Sophia Loren , had accused AN leaders of stifling internal party debate .",0,0
"Mussolini , who sits in the Chamber , told La Stampa newspaper last month after quitting AN parliamentary party that she was considering joining the neo-fascist Social Movement ( MS-Fiamma ) formed by some of the Duce s""         ",0,0
German Santa in bank nearly gets arrested .,0,1
"HANOVER , Germany 1996-12-06",1,1
A Santa Claus distributing presents to workers in a German bank on Friday nearly ended up behind bars when a passing police patrol thought he was a robber in disguise .,0,0
"The man , doing his rounds in the northern city of Hanover on the day when German children traditionally receive small presents from Saint Nicholas , convinced police eventually that he was genuine .",1,0
Italy commission concludes 1997 budget examination .,0,1
ROME 1996-12-06,1,1
"The Italian upper house Senate budget commission has concluded its examination of Italy s""      and it will approve the measure officially by Saturday .",1,0
"From Tuesday , the full assembly of the Senate will start its examination of the financial package .",1,1
-- Milan newsroom +392 66129502,1,1
"EU , Poland agree on oil import tariffs .",1,0
BRUSSELS 1996-12-06,1,0
"The European Union and Poland have resolved disagreements over a new Polish oil import regime , the European Commission said on Friday .",0,0
"The EU had objected to increases in Polish tariffs on imports of gasoline and gasoil products introduced on January 1 , 1996 , saying they contravened levels envisaged in the so-called Europe Agreement between the EU and Poland .",0,1
The increases were aimed at protecting the Polish market while helping to modernise the local oil industry .,1,1
""" The EU and Poland have now reached a final settlement regarding issues related to the Polish import regime in the oils sector , "" the Commission said in a statement .",1,0
"Under the agreement , Poland will abolish all oil import tariffs by 2001 , remove all oil price controls and end quantitative restrictions on imports by January 1 , 1997 .",1,0
"The agreement includes the early privatisation and modernisation of Polish oil refineries , which will be obliged to offer equal treatment to all buyers .",1,0
The EU and Poland will monitor the settlement at six-monthly meetings .,1,0
Hindu party forces India parliament to adjourn .,0,0
NEW DELHI 1996-12-06,1,0
"Hindu nationalists forced adjournment of India s""  house of parliament on Friday , in protest against a proposal to observe a minute s""      destruction of a mosque by a Hindu mob in 1992 .",0,1
"Members of the Hindu nationalist Bharatiya Janata Party ( BJP ) shouted pro-Hindu slogans in the house after a communist deputy made the proposal in remembrance of the Babri mosque , which was razed on December 6 , 1992 .",0,1
The house was first adjourned for two hours .,0,1
"When it reconvened , BJP deputies resumed the slogan-shouting , and deputy speaker Suraj Bhan suspended work until Monday .",0,1
"The destruction of the 16th-century mosque in the northern Indian town of Ayodhya triggered nationwide Hindu-Moslem violence in which more than 3,000 people were killed .",0,0
Indian officials blame revenge-minded Moslem underworld gangs in Bombay for a string of bombings in the city three months later that killed 260 people .,0,1
"The BJP backs a hardline Hindu campaign to build a temple at the site of the mosque , which Hindus believe was the birthplace of the Lord Rama .",0,1
"The campaign catapulted BJP from the political fringe to become India s""           ",1,1
Indian Sept crude oil output falls to 2.6 mln T .,0,1
NEW DELHI 1996-12-06,1,1
"India s""              tonnes in September from 2.83 million in the same month in 1995 , the government said on Friday .",1,0
STEEL OUTPUT Sept Sept Apr-Sept Apr-Sept,1,1
1996 1995 1996 1995,1,1
"Crude petroleum 2,557 2,832 15,838 17,648",0,1
"Petroleum products 4,605 5,110 30,589 29,328",1,1
Note - Figures are in thousands of tonnes and preliminary .,0,1
LUXEMBOURG CHRISTMAS MARKET GOES ON WORLD WIDE WEB .,1,1
BRUSSELS 1996-12-06,1,1
"Luxembourg s""            on Saturday and runs to December 24 , has taken to the world wide web as a way of publicising its activities .",0,1
"The web site ( http://www.pt.lu/infoweb/kreschtmaart ) gives details of the market s""      well as its various retailers .",1,1
"-- Brussels Newsroom +32 2 287 6810 , Fax +32 2 230 7710",0,1
London coal / ore fixtures .,0,0
LONDON 1996-12-06,1,0
"COAL - Lantau Peak - 120,000 tones coal Hay Point or Newcastle / Kaohsiung 20-30/1 $ 5.25 and $ 5.85 fio respectively 40,000-35,000 / 28,000 shinc China Steel .",0,1
"Royal Clipper - 77,000 tonnes coal Maracaibo / Fos 19/12-2/1 $ 9.90 fio 20,000 shinc / 25,000 shinc Coe and Clerici .",0,1
"ORE - IMC TBN - 70,000 tonnes Dampier / Kaohsiung 20-30/12 $ 5.25 fio 35,000 shinc / 30,000 shinc China Steel .",0,1
UK bookmakers lengthen Conservative victory odds .,0,0
LONDON 1996-12-06,1,0
UK bookmakers William Hill said on Friday they have lengthened the odds of a Conservative victory in the next general election from 9-4 to 5-2 .,1,0
William Hill said the odds were the longest they had been for six months .,0,0
"The Labour opposition are now 1-4 favourites , it said .",1,1
The election must be held by May .,0,1
-- London Newsroom +44 171 542-7768,1,1
Italy tops week of meagre bond returns - Salomon .,1,1
LONDON 1996-12-06,1,1
"High-flying Italy topped the league in a week of meagre returns on government bonds , Salomon Brothers said on Friday .",1,0
"In local currency terms , Italian BTPs offered returns of 0.85 percent in the week ended on Thursday , with fellow high-yielder Sweden close behind on 0.80 percent .",0,1
The weekly government bond index rose 0.07 percent in local currency terms .,0,0
France managed third place with 0.68 percent in the 16-nation world government bond index .,0,1
"Canada s""           ",1,1
"They lost 2.21 percent , depressed by a wave of new Canadian supply .",0,1
"Returns on Treasuries were also in negative territory at minus 0.24 percent , the poorest result after Canada and British gilts which lost 0.28 percent .",0,0
"Australia was the only dollar-bloc country in the table to eke out a positive return , albeit a paltry 0.02 percent .",0,1
"German Bunds were not much better , offering returns of 0.05 percent , while Japanese government bonds managed a 0.38 percent gain .",0,0
"Spanish bonds , which had been top performers in Salomon Brothers ""            whole , turned in a more subdued weekly performance with a return of only 0.27 percent .",0,0
"In U.S. dollar terms , Japan was the only country to give positive returns at 1.35 percent .",0,1
"France lost 0.37 percent , followed by Italy on minus 0.59 percent .",0,1
"The biggest losers in dollar terms were British gilts , which shed 3.41 percent , Canada with minus 3.03 percent and Australia at minus 1.54 percent .",0,1
"Salomon s""            government bonds with over one year to maturity , weighted for market capitalisation .",0,1
Only bonds freely available to institutional investors and with a certain minimum amount outstanding are included .,0,1
Returns take account of price moves and accrued interest .,1,1
"-- Stephen Nisbet , International Bonds +44 171 6320",1,1
OPEC basket price $ 24.20 on Thursday .,0,0
LONDON 1996-12-06,1,1
"The price of the OPEC basket of seven crudes stood at $ 24.20 a barrel on Thursday , against $ 23.47 on Wednesday , the OPECNA news agency said , quoting the OPEC secretariat .",0,1
"The basket comprises Algeria s""      Indonesia s""       "" Bonny Light , Saudi Arabia s""                Venezuela s""         "" Isthmus .",1,0
-- London Newsroom +44 171 542 7630,1,1
"Relations between Clarke , Major good - spokesman .",1,0
LONDON 1996-12-06,1,1
"Relations between Chancellor of the Exchequer Kenneth Clarke and Prime Minister John Major are good despite media reports of a rift over European policy , a spokesman for Major s""         ",1,0
"Asked about the reports , the spokesman said : "" Relations are good . """,1,1
"Asked about Major s""            speculation about his political fortunes , the spokesman said : "" He is resolute .",0,1
"He is getting on with the job . """,1,1
"The spokesman said he was not aware of any meetings overnight between Clarke and Major , nor of any talks between the prime minister and parliamentary business managers .",0,1
Both Major and Clarke were in their constituencies on Friday .,1,0
Two dead after executive jet crashes in Newfoundland .,0,1
"STEPHENVILLE , Newfoundland 1996-12-06",1,0
"Two people were killed when an executive jet en route to Ireland from Michigan crashed on approach to an airport in Stephenville , Newfoundland , on Friday , authorities said .",0,0
"The pilot and co-pilot , the only two aboard , were killed in the crash of the Learjet 36 , airport manager David Snow said in a telephone interview .",0,1
